	entry_ac	go_id	go_descr
210092	O95782	0010976	positive regulation of neuron projection development
210093	O95782	0048260	positive regulation of receptor-mediated endocytosis
210094	O95782	0050690	regulation of defense response to virus by virus
210095	O95782	0060071	Wnt signaling pathway, planar cell polarity pathway
210237	O95786	0015629	actin cytoskeleton
210238	O95786	0005923	bicellular tight junction
210239	O95786	0005737	cytoplasm
210240	O95786	0005829	cytosol
210241	O95786	0005886	plasma membrane
210242	O95786	1990904	ribonucleoprotein complex
210243	O95786	0032587	ruffle membrane
210244	O95786	0005524	ATP binding
210245	O95786	0003690	double-stranded DNA binding
210246	O95786	0003725	double-stranded RNA binding
210247	O95786	0042802	identical protein binding
210248	O95786	0003724	RNA helicase activity
210249	O95786	0003727	single-stranded RNA binding
210250	O95786	0031625	ubiquitin protein ligase binding
210251	O95786	0008270	zinc ion binding
210252	O95786	0140374	antiviral innate immune response
210253	O95786	0071360	cellular response to exogenous dsRNA
210254	O95786	0039528	cytoplasmic pattern recognition receptor signaling pathway in response to virus
210255	O95786	0051607	defense response to virus
210256	O95786	0009597	detection of virus
210257	O95786	0045087	innate immune response
210258	O95786	0032480	negative regulation of type I interferon production
210259	O95786	0002230	positive regulation of defense response to virus by host
210260	O95786	0051091	positive regulation of DNA-binding transcription factor activity
210261	O95786	0010628	positive regulation of gene expression
210262	O95786	0032725	positive regulation of granulocyte macrophage colony-stimulating factor production
210263	O95786	0032727	positive regulation of interferon-alpha production
210264	O95786	1902741	positive regulation of interferon-alpha secretion
210265	O95786	0032728	positive regulation of interferon-beta production
210266	O95786	0035549	positive regulation of interferon-beta secretion
210267	O95786	0032755	positive regulation of interleukin-6 production
210268	O95786	2000778	positive regulation of interleukin-6 secretion
210269	O95786	0032757	positive regulation of interleukin-8 production
210270	O95786	0002735	positive regulation of myeloid dendritic cell cytokine production
210271	O95786	0060760	positive regulation of response to cytokine stimulus
210272	O95786	0045944	positive regulation of transcription by RNA polymerase II
210273	O95786	1904469	positive regulation of tumor necrosis factor secretion
210274	O95786	0016579	protein deubiquitination
210275	O95786	0030334	regulation of cell migration
210276	O95786	0034344	regulation of type III interferon production
210277	O95786	0043330	response to exogenous dsRNA
210278	O95786	0009615	response to virus
210279	O95786	0039529	RIG-I signaling pathway
210280	O95786	0016032	viral process
210281	Q8N461	0005829	cytosol
210282	Q8N461	0019005	SCF ubiquitin ligase complex
210283	Q8N461	0043687	post-translational protein modification
210284	Q8N461	0000209	protein polyubiquitination
210285	Q8N461	0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process
210286	Q8N461	0006511	ubiquitin-dependent protein catabolic process
210287	Q9H469	0005737	cytoplasm
210288	Q9H469	0005829	cytosol
210289	Q9H469	0019005	SCF ubiquitin ligase complex
210290	Q9H469	0030282	bone mineralization
210291	Q9H469	0009953	dorsal/ventral pattern formation
210292	Q9H469	0000086	G2/M transition of mitotic cell cycle
210293	Q9H469	0030513	positive regulation of BMP signaling pathway
210294	Q9H469	0043687	post-translational protein modification
210295	Q9H469	0000209	protein polyubiquitination
210296	Q9H469	0016567	protein ubiquitination
210297	Q9H469	0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process
210298	Q9H469	0006511	ubiquitin-dependent protein catabolic process
210389	O75084	0016021	integral component of membrane
210390	O75084	0043231	intracellular membrane-bounded organelle
210391	O75084	0005886	plasma membrane
210392	O75084	0055038	recycling endosome membrane
210393	O75084	0005109	frizzled binding
210394	O75084	0004930	G protein-coupled receptor activity
210395	O75084	0030165	PDZ domain binding
210396	O75084	0005546	phosphatidylinositol-4,5-bisphosphate binding
210397	O75084	0042813	Wnt-activated receptor activity
210398	O75084	0017147	Wnt-protein binding
210399	O75084	0060070	canonical Wnt signaling pathway
210400	O75084	0071300	cellular response to retinoic acid
210401	O75084	0060231	mesenchymal to epithelial transition
210402	O75084	2000726	negative regulation of cardiac muscle cell differentiation
210403	O75084	0010812	negative regulation of cell-substrate adhesion
210404	O75084	0042666	negative regulation of ectodermal cell fate specification
210405	O75084	0030182	neuron differentiation
210406	O75084	0035567	non-canonical Wnt signaling pathway
210407	O75084	0038031	non-canonical Wnt signaling pathway via JNK cascade
210408	O75084	0060054	positive regulation of epithelial cell proliferation involved in wound healing
210409	O75084	0046330	positive regulation of JNK cascade
210410	O75084	0042327	positive regulation of phosphorylation
210411	O75084	0045893	positive regulation of transcription, DNA-templated
210412	O75084	0060828	regulation of canonical Wnt signaling pathway
210413	O75084	0006355	regulation of transcription, DNA-templated
210414	O75084	0014834	skeletal muscle satellite cell maintenance involved in skeletal muscle regeneration
210415	O75084	0048103	somatic stem cell division
210416	O75084	0019827	stem cell population maintenance
210417	O75084	0034446	substrate adhesion-dependent cell spreading
210418	O75084	0033077	T cell differentiation in thymus
210419	O75084	0060071	Wnt signaling pathway, planar cell polarity pathway
210420	Q14318	0005829	cytosol
210421	Q14318	0005783	endoplasmic reticulum
210422	Q14318	0030176	integral component of endoplasmic reticulum membrane
210423	Q14318	0016020	membrane
210424	Q14318	0031966	mitochondrial membrane
210425	Q14318	0005739	mitochondrion
210426	Q14318	0032991	protein-containing complex
210427	Q14318	0097718	disordered domain specific binding
210428	Q14318	0042802	identical protein binding
210429	Q14318	0046872	metal ion binding
210430	Q14318	0003755	peptidyl-prolyl cis-trans isomerase activity
210431	Q14318	0006915	apoptotic process
210432	Q14318	0043010	camera-type eye development
210433	Q14318	0001708	cell fate specification
210434	Q14318	0021904	dorsal/ventral neural tube patterning
210435	Q14318	0035556	intracellular signal transduction
210436	Q14318	0035264	multicellular organism growth
210437	Q14318	0043066	negative regulation of apoptotic process
210438	Q14318	0001933	negative regulation of protein phosphorylation
210439	Q14318	0030513	positive regulation of BMP signaling pathway
210440	Q14318	0007224	smoothened signaling pathway
210441	Q14318	0016032	viral process
210956	O75935	0005813	centrosome
210957	O75935	0032154	cleavage furrow
210958	O75935	0000777	condensed chromosome kinetochore
210959	O75935	0005829	cytosol
210960	O75935	0005869	dynactin complex
210961	O75935	0005874	microtubule
210962	O75935	0030496	midbody
210963	O75935	0005730	nucleolus
210964	O75935	0048471	perinuclear region of cytoplasm
210965	O75935	0005819	spindle
210966	O75935	0005198	structural molecule activity
210967	O75935	0019886	antigen processing and presentation of exogenous peptide antigen via MHC class II
210968	O75935	0097711	ciliary basal body-plasma membrane docking
210969	O75935	0061640	cytoskeleton-dependent cytokinesis
210970	O75935	0006888	endoplasmic reticulum to Golgi vesicle-mediated transport
210971	O75935	0000086	G2/M transition of mitotic cell cycle
210972	O75935	0007017	microtubule-based process
210973	O75935	0000278	mitotic cell cycle
210974	O75935	0010389	regulation of G2/M transition of mitotic cell cycle
210978	Q9UJW0	0005938	cell cortex
210979	Q9UJW0	0005813	centrosome
210980	Q9UJW0	0005737	cytoplasm
210981	Q9UJW0	0005829	cytosol
210982	Q9UJW0	0005869	dynactin complex
210983	Q9UJW0	0005925	focal adhesion
210984	Q9UJW0	0000776	kinetochore
210985	Q9UJW0	0005634	nucleus
210986	Q9UJW0	0030017	sarcomere
210987	Q9UJW0	0000922	spindle pole
210988	Q9UJW0	0001725	stress fiber
210989	Q9UJW0	0047485	protein N-terminus binding
210990	Q9UJW0	0019886	antigen processing and presentation of exogenous peptide antigen via MHC class II
210991	Q9UJW0	0006888	endoplasmic reticulum to Golgi vesicle-mediated transport
211398	P30153	0000775	chromosome, centromeric region
211399	P30153	0005737	cytoplasm
211400	P30153	0005829	cytosol
211401	P30153	0030425	dendrite
211402	P30153	0070062	extracellular exosome
211403	P30153	0098978	glutamatergic synapse
211404	P30153	0016328	lateral plasma membrane
211405	P30153	0016020	membrane
211406	P30153	0015630	microtubule cytoskeleton
211407	P30153	0005739	mitochondrion
211408	P30153	0005634	nucleus
211409	P30153	0000159	protein phosphatase type 2A complex
211410	P30153	1990405	protein antigen binding
211411	P30153	0046982	protein heterodimerization activity
211412	P30153	0019888	protein phosphatase regulator activity
211413	P30153	0004722	protein serine/threonine phosphatase activity
211414	P30153	0006915	apoptotic process
211415	P30153	0006672	ceramide metabolic process
211416	P30153	0007059	chromosome segregation
211417	P30153	0097711	ciliary basal body-plasma membrane docking
211418	P30153	0007143	female meiotic nuclear division
211419	P30153	0000086	G2/M transition of mitotic cell cycle
211420	P30153	0000188	inactivation of MAPK activity
211421	P30153	0051754	meiotic sister chromatid cohesion, centromeric
211422	P30153	0051232	meiotic spindle elongation
211423	P30153	0007084	mitotic nuclear envelope reassembly
211424	P30153	0051306	mitotic sister chromatid separation
211425	P30153	0030308	negative regulation of cell growth
211426	P30153	0042532	negative regulation of tyrosine phosphorylation of STAT protein
211427	P30153	0000184	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay
211428	P30153	0070262	peptidyl-serine dephosphorylation
211429	P30153	2001241	positive regulation of extrinsic apoptotic signaling pathway in absence of ligand
211430	P30153	0006470	protein dephosphorylation
211431	P30153	0065003	protein-containing complex assembly
211432	P30153	0030155	regulation of cell adhesion
211433	P30153	0045595	regulation of cell differentiation
211434	P30153	0006275	regulation of DNA replication
211435	P30153	0010389	regulation of G2/M transition of mitotic cell cycle
211436	P30153	0040008	regulation of growth
211437	P30153	1903538	regulation of meiotic cell cycle process involved in oocyte maturation
211438	P30153	0006355	regulation of transcription, DNA-templated
211439	P30153	0030111	regulation of Wnt signaling pathway
211440	P30153	0010033	response to organic substance
211441	P30153	0008380	RNA splicing
211442	P30153	0019932	second-messenger-mediated signaling
211905	P32455	0015629	actin cytoskeleton
211906	P32455	0005737	cytoplasm
211907	P32455	0031410	cytoplasmic vesicle
211908	P32455	0005829	cytosol
211909	P32455	0005576	extracellular region
211910	P32455	0005794	Golgi apparatus
211911	P32455	0000139	Golgi membrane
211912	P32455	0005886	plasma membrane
211913	P32455	0012506	vesicle membrane
211914	P32455	0003779	actin binding
211915	P32455	0019955	cytokine binding
211916	P32455	0019899	enzyme binding
211917	P32455	0019003	GDP binding
211918	P32455	0005525	GTP binding
211919	P32455	0003924	GTPase activity
211920	P32455	0051879	Hsp90 protein binding
211921	P32455	0042802	identical protein binding
211922	P32455	0042803	protein homodimerization activity
211923	P32455	0030507	spectrin binding
211924	P32455	0071346	cellular response to interferon-gamma
211925	P32455	0071347	cellular response to interleukin-1
211926	P32455	0071356	cellular response to tumor necrosis factor
211927	P32455	0051607	defense response to virus
211928	P32455	0060333	interferon-gamma-mediated signaling pathway
211929	P32455	0070373	negative regulation of ERK1 and ERK2 cascade
211930	P32455	1900041	negative regulation of interleukin-2 secretion
211931	P32455	1903077	negative regulation of protein localization to plasma membrane
211932	P32455	1900025	negative regulation of substrate adhesion-dependent cell spreading
211933	P32455	0050860	negative regulation of T cell receptor signaling pathway
211934	P32455	0051260	protein homooligomerization
211935	P32455	0072665	protein localization to vacuole
211936	P32455	0050848	regulation of calcium-mediated signaling
211937	P32455	1903076	regulation of protein localization to plasma membrane
211981	Q96PP9	0031410	cytoplasmic vesicle
211982	Q96PP9	0005829	cytosol
211983	Q96PP9	0005794	Golgi apparatus
211984	Q96PP9	0000139	Golgi membrane
211985	Q96PP9	0005634	nucleus
211986	Q96PP9	0048471	perinuclear region of cytoplasm
211987	Q96PP9	0005886	plasma membrane
211988	Q96PP9	0020005	symbiont-containing vacuole membrane
211989	Q96PP9	0005525	GTP binding
211990	Q96PP9	0003924	GTPase activity
211991	Q96PP9	0042803	protein homodimerization activity
211992	Q96PP9	0071346	cellular response to interferon-gamma
211993	Q96PP9	0050830	defense response to Gram-positive bacterium
211994	Q96PP9	0042832	defense response to protozoan
212467	Q9P209	0034451	centriolar satellite
212468	Q9P209	0005813	centrosome
212469	Q9P209	0005829	cytosol
212470	Q9P209	0042802	identical protein binding
212471	Q9P209	0007099	centriole replication
212472	Q9P209	0097711	ciliary basal body-plasma membrane docking
212473	Q9P209	0000086	G2/M transition of mitotic cell cycle
212474	Q9P209	0033566	gamma-tubulin complex localization
212475	Q9P209	0010389	regulation of G2/M transition of mitotic cell cycle
212476	Q9P209	1904779	regulation of protein localization to centrosome
212477	Q9P209	0007051	spindle organization
212478	Q6ZVZ8	0005829	cytosol
212479	Q6ZVZ8	0035556	intracellular signal transduction
212480	Q6ZVZ8	0043687	post-translational protein modification
212481	Q6ZVZ8	0016567	protein ubiquitination
212512	Q9UL18	0005737	cytoplasm
212513	Q9UL18	0005829	cytosol
212514	Q9UL18	0005654	nucleoplasm
212515	Q9UL18	0005634	nucleus
212516	Q9UL18	0000932	P-body
212517	Q9UL18	0005844	polysome
212518	Q9UL18	1990904	ribonucleoprotein complex
212519	Q9UL18	0016442	RISC complex
212520	Q9UL18	0070578	RISC-loading complex
212521	Q9UL18	0001047	core promoter binding
212522	Q9UL18	0003725	double-stranded RNA binding
212523	Q9UL18	0035198	miRNA binding
212524	Q9UL18	0003723	RNA binding
212525	Q9UL18	0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding
212526	Q9UL18	0000993	RNA polymerase II complex binding
212527	Q9UL18	0003727	single-stranded RNA binding
212528	Q9UL18	0035280	miRNA loading onto RISC involved in gene silencing by miRNA
212529	Q9UL18	0035278	miRNA mediated inhibition of translation
212530	Q9UL18	0010586	miRNA metabolic process
212531	Q9UL18	0016525	negative regulation of angiogenesis
212532	Q9UL18	0010629	negative regulation of gene expression
212533	Q9UL18	0000956	nuclear-transcribed mRNA catabolic process
212534	Q9UL18	0010628	positive regulation of gene expression
212535	Q9UL18	1901224	positive regulation of NIK/NF-kappaB signaling
212536	Q9UL18	0045944	positive regulation of transcription by RNA polymerase II
212537	Q9UL18	0035194	posttranscriptional gene silencing by RNA
212538	Q9UL18	0031054	pre-miRNA processing
212539	Q9UL18	0035196	production of miRNAs involved in gene silencing by miRNA
212540	Q9UL18	0060964	regulation of gene silencing by miRNA
212541	Q9UL18	0045652	regulation of megakaryocyte differentiation
212542	Q9UL18	0090502	RNA phosphodiester bond hydrolysis, endonucleolytic
212543	Q9UL18	0010501	RNA secondary structure unwinding
212544	Q9UL18	0007223	Wnt signaling pathway, calcium modulating pathway
212714	Q96PC3	0005905	clathrin-coated pit
212715	Q96PC3	0030659	cytoplasmic vesicle membrane
212716	Q96PC3	0005829	cytosol
212717	Q96PC3	0000139	Golgi membrane
212718	Q96PC3	0043231	intracellular membrane-bounded organelle
212719	Q96PC3	0005765	lysosomal membrane
212720	Q96PC3	0030117	membrane coat
212721	Q96PC3	0032588	trans-Golgi network membrane
212722	Q96PC3	0019886	antigen processing and presentation of exogenous peptide antigen via MHC class II
212723	Q96PC3	0006605	protein targeting
212724	Q96PC3	0050690	regulation of defense response to virus by virus
212725	Q96PC3	0016192	vesicle-mediated transport
212726	Q9Y6Q5	0005623	cell
212727	Q9Y6Q5	0030131	clathrin adaptor complex
212728	Q9Y6Q5	0030665	clathrin-coated vesicle membrane
212729	Q9Y6Q5	0030659	cytoplasmic vesicle membrane
212730	Q9Y6Q5	0005829	cytosol
212731	Q9Y6Q5	0000139	Golgi membrane
212732	Q9Y6Q5	0043231	intracellular membrane-bounded organelle
212733	Q9Y6Q5	0005765	lysosomal membrane
212734	Q9Y6Q5	0032588	trans-Golgi network membrane
212735	Q9Y6Q5	0019886	antigen processing and presentation of exogenous peptide antigen via MHC class II
212736	Q9Y6Q5	0006605	protein targeting
212737	Q9Y6Q5	0050690	regulation of defense response to virus by virus
212738	Q9Y6Q5	0006903	vesicle targeting
212997	P57775	0005829	cytosol
212998	P57775	0019005	SCF ubiquitin ligase complex
212999	P57775	0000151	ubiquitin ligase complex
213000	P57775	0030326	embryonic limb morphogenesis
213001	P57775	0043687	post-translational protein modification
213002	P57775	0000209	protein polyubiquitination
213003	P57775	0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process
213004	P57775	0006511	ubiquitin-dependent protein catabolic process
213005	P57775	0016055	Wnt signaling pathway
213280	Q9NXE8	0016607	nuclear speck
213281	Q9NXE8	0005654	nucleoplasm
213282	Q9NXE8	0005634	nucleus
213283	Q9NXE8	0071006	U2-type catalytic step 1 spliceosome
213284	Q9NXE8	0000398	mRNA splicing, via spliceosome
213684	Q9P1Y5	0005813	centrosome
213685	Q9P1Y5	0005737	cytoplasm
213686	Q9P1Y5	0036449	microtubule minus-end
213687	Q9P1Y5	0005654	nucleoplasm
213688	Q9P1Y5	0005915	zonula adherens
213689	Q9P1Y5	0051015	actin filament binding
213690	Q9P1Y5	0005516	calmodulin binding
213691	Q9P1Y5	0051011	microtubule minus-end binding
213692	Q9P1Y5	0030507	spectrin binding
213693	Q9P1Y5	0031122	cytoplasmic microtubule organization
213694	Q9P1Y5	0009792	embryo development ending in birth or egg hatching
213695	Q9P1Y5	0090136	epithelial cell-cell adhesion
213696	Q9P1Y5	0045198	establishment of epithelial cell apical/basal polarity
213697	Q9P1Y5	0030951	establishment or maintenance of microtubule cytoskeleton polarity
213698	Q9P1Y5	0001701	in utero embryonic development
213699	Q9P1Y5	0034453	microtubule anchoring
213700	Q9P1Y5	0000226	microtubule cytoskeleton organization
213701	Q9P1Y5	0007026	negative regulation of microtubule depolymerization
213702	Q9P1Y5	0010923	negative regulation of phosphatase activity
213703	Q9P1Y5	0031175	neuron projection development
213704	Q9P1Y5	0098840	protein transport along microtubule
213705	Q9P1Y5	0030334	regulation of cell migration
213706	Q9P1Y5	0051893	regulation of focal adhesion assembly
213707	Q9P1Y5	1903358	regulation of Golgi organization
213708	Q9P1Y5	0070507	regulation of microtubule cytoskeleton organization
213709	Q9P1Y5	0031113	regulation of microtubule polymerization
213710	Q9P1Y5	0033043	regulation of organelle organization
213711	Q9P1Y5	0045218	zonula adherens maintenance
213765	Q92841	0005737	cytoplasm
213766	Q92841	0005829	cytosol
213767	Q92841	0016020	membrane
213768	Q92841	0016607	nuclear speck
213769	Q92841	0005730	nucleolus
213770	Q92841	0005654	nucleoplasm
213771	Q92841	0005634	nucleus
213772	Q92841	1990904	ribonucleoprotein complex
213773	Q92841	0005524	ATP binding
213774	Q92841	0003723	RNA binding
213775	Q92841	0003724	RNA helicase activity
213776	Q92841	0008186	RNA-dependent ATPase activity
213777	Q92841	0003713	transcription coactivator activity
213778	Q92841	0000380	alternative mRNA splicing, via spliceosome
213779	Q92841	0030521	androgen receptor signaling pathway
213780	Q92841	0051607	defense response to virus
213781	Q92841	0001837	epithelial to mesenchymal transition
213782	Q92841	0031047	gene silencing by RNA
213783	Q92841	0030520	intracellular estrogen receptor signaling pathway
213784	Q92841	0010586	miRNA metabolic process
213785	Q92841	0045445	myoblast differentiation
213786	Q92841	0045944	positive regulation of transcription by RNA polymerase II
213787	Q92841	0000381	regulation of alternative mRNA splicing, via spliceosome
213788	Q92841	2001014	regulation of skeletal muscle cell differentiation
213789	Q92841	0006357	regulation of transcription by RNA polymerase II
213790	Q92841	0006396	RNA processing
213791	Q92841	0006364	rRNA processing
213902	P68106	0034704	calcium channel complex
213903	P68106	0005623	cell
213904	P68106	0005737	cytoplasm
213905	P68106	0005829	cytosol
213906	P68106	0016020	membrane
213907	P68106	0033017	sarcoplasmic reticulum membrane
213908	P68106	0030018	Z disc
213909	P68106	0019855	calcium channel inhibitor activity
213910	P68106	0030551	cyclic nucleotide binding
213911	P68106	0005528	FK506 binding
213912	P68106	0044325	ion channel binding
213913	P68106	0003755	peptidyl-prolyl cis-trans isomerase activity
213914	P68106	0005102	signaling receptor binding
213915	P68106	0006458	'de novo' protein folding
213916	P68106	0035584	calcium-mediated signaling using intracellular calcium source
213917	P68106	0086064	cell communication by electrical coupling involved in cardiac conduction
213918	P68106	0061077	chaperone-mediated protein folding
213919	P68106	0030073	insulin secretion
213920	P68106	0034220	ion transmembrane transport
213921	P68106	0010459	negative regulation of heart rate
213922	P68106	0061179	negative regulation of insulin secretion involved in cellular response to glucose stimulus
213923	P68106	0032515	negative regulation of phosphoprotein phosphatase activity
213924	P68106	0051280	negative regulation of release of sequestered calcium ion into cytosol
213925	P68106	0060315	negative regulation of ryanodine-sensitive calcium-release channel activity
213926	P68106	0019227	neuronal action potential propagation
213927	P68106	0048680	positive regulation of axon regeneration
213928	P68106	0051284	positive regulation of sequestering of calcium ion
213929	P68106	0022417	protein maturation by protein folding
213930	P68106	0000413	protein peptidyl-prolyl isomerization
213931	P68106	0042026	protein refolding
213932	P68106	1903779	regulation of cardiac conduction
213933	P68106	0010881	regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion
213934	P68106	0051480	regulation of cytosolic calcium ion concentration
213935	P68106	0010880	regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum
213936	P68106	0060314	regulation of ryanodine-sensitive calcium-release channel activity
213937	P68106	0051209	release of sequestered calcium ion into cytosol
213938	P68106	0009749	response to glucose
213939	P68106	0042542	response to hydrogen peroxide
213940	P68106	0051775	response to redox state
213941	P68106	0033197	response to vitamin E
213942	P68106	0006939	smooth muscle contraction
213943	P68106	0042098	T cell proliferation
213944	O60941	0005737	cytoplasm
213945	O60941	0008270	zinc ion binding
213946	Q13467	0030424	axon
213947	Q13467	0005923	bicellular tight junction
213948	Q13467	0009986	cell surface
213949	Q13467	0030669	clathrin-coated endocytic vesicle membrane
213950	Q13467	0030425	dendrite
213951	Q13467	0031901	early endosome membrane
213952	Q13467	0000139	Golgi membrane
213953	Q13467	0005887	integral component of plasma membrane
213954	Q13467	0043204	perikaryon
213955	Q13467	0048471	perinuclear region of cytoplasm
213956	Q13467	0005886	plasma membrane
213957	Q13467	0045202	synapse
213958	Q13467	0001540	amyloid-beta binding
213959	Q13467	0004930	G protein-coupled receptor activity
213960	Q13467	0008289	lipid binding
213961	Q13467	0019901	protein kinase binding
213962	Q13467	0044877	protein-containing complex binding
213963	Q13467	0031625	ubiquitin protein ligase binding
213964	Q13467	0042813	Wnt-activated receptor activity
213965	Q13467	0017147	Wnt-protein binding
213966	Q13467	0001525	angiogenesis
213967	Q13467	0008595	anterior/posterior axis specification, embryo
213968	Q13467	0060561	apoptotic process involved in morphogenesis
213969	Q13467	1904886	beta-catenin destruction complex disassembly
213970	Q13467	0060670	branching involved in labyrinthine layer morphogenesis
213971	Q13467	0060070	canonical Wnt signaling pathway
213972	Q13467	0048469	cell maturation
213973	Q13467	0071219	cellular response to molecule of bacterial origin
213974	Q13467	0060718	chorionic trophoblast cell differentiation
213975	Q13467	0000578	embryonic axis specification
213976	Q13467	0048596	embryonic camera-type eye morphogenesis
213977	Q13467	0060716	labyrinthine layer blood vessel development
213978	Q13467	0008285	negative regulation of cell population proliferation
213979	Q13467	0030182	neuron differentiation
213980	Q13467	0035567	non-canonical Wnt signaling pathway
213981	Q13467	0032729	positive regulation of interferon-gamma production
213982	Q13467	0050718	positive regulation of interleukin-1 beta secretion
213983	Q13467	0043507	positive regulation of JUN kinase activity
213984	Q13467	1903955	positive regulation of protein targeting to mitochondrion
213985	Q13467	0002726	positive regulation of T cell cytokine production
213986	Q13467	0045944	positive regulation of transcription by RNA polymerase II
213987	Q13467	1904469	positive regulation of tumor necrosis factor secretion
213988	Q13467	0031077	post-embryonic camera-type eye development
213989	Q13467	1903146	regulation of autophagy of mitochondrion
213990	Q13467	2000810	regulation of bicellular tight junction assembly
213991	Q13467	1901382	regulation of chorionic trophoblast cell proliferation
213992	Q13467	0060061	Spemann organizer formation
213993	Q13467	0007416	synapse assembly
213994	Q13467	0060715	syncytiotrophoblast cell differentiation involved in labyrinthine layer development
213995	Q13467	0033077	T cell differentiation in thymus
213996	Q13467	0007223	Wnt signaling pathway, calcium modulating pathway
213997	Q13467	0060071	Wnt signaling pathway, planar cell polarity pathway
214038	Q9Y2E6	0005829	cytosol
214039	Q9Y2E6	0004842	ubiquitin-protein transferase activity
214040	Q9Y2E6	0008270	zinc ion binding
214041	Q9Y2E6	0007219	Notch signaling pathway
214042	Q9Y2E6	0032479	regulation of type I interferon production
214218	Q14204	1904115	axon cytoplasm
214219	Q14204	0035578	azurophil granule lumen
214220	Q14204	0005623	cell
214221	Q14204	0005938	cell cortex
214222	Q14204	0005813	centrosome
214223	Q14204	0005868	cytoplasmic dynein complex
214224	Q14204	0005881	cytoplasmic microtubule
214225	Q14204	0005829	cytosol
214226	Q14204	0030286	dynein complex
214227	Q14204	0070062	extracellular exosome
214228	Q14204	0005576	extracellular region
214229	Q14204	0030175	filopodium
214230	Q14204	0016020	membrane
214231	Q14204	0005874	microtubule
214232	Q14204	0005524	ATP binding
214233	Q14204	0008569	ATP-dependent microtubule motor activity, minus-end-directed
214234	Q14204	0045505	dynein intermediate chain binding
214235	Q14204	0051959	dynein light intermediate chain binding
214236	Q14204	0003723	RNA binding
214237	Q14204	0019886	antigen processing and presentation of exogenous peptide antigen via MHC class II
214238	Q14204	0051301	cell division
214239	Q14204	0097711	ciliary basal body-plasma membrane docking
214240	Q14204	0031122	cytoplasmic microtubule organization
214241	Q14204	0033962	cytoplasmic mRNA processing body assembly
214242	Q14204	0006888	endoplasmic reticulum to Golgi vesicle-mediated transport
214243	Q14204	0051293	establishment of spindle localization
214244	Q14204	0000086	G2/M transition of mitotic cell cycle
214245	Q14204	0007018	microtubule-based movement
214246	Q14204	0072382	minus-end-directed vesicle transport along microtubule
214247	Q14204	0000278	mitotic cell cycle
214248	Q14204	0007052	mitotic spindle organization
214249	Q14204	0043312	neutrophil degranulation
214250	Q14204	0007097	nuclear migration
214251	Q14204	0120162	positive regulation of cold-induced thermogenesis
214252	Q14204	0032388	positive regulation of intracellular transport
214253	Q14204	1905832	positive regulation of spindle assembly
214254	Q14204	0010389	regulation of G2/M transition of mitotic cell cycle
214255	Q14204	0090235	regulation of metaphase plate congression
214256	Q14204	0060236	regulation of mitotic spindle organization
214257	Q14204	0008090	retrograde axonal transport
214258	Q14204	0034063	stress granule assembly
214359	Q969U6	0080008	Cul4-RING E3 ubiquitin ligase complex
214360	Q969U6	0005737	cytoplasm
214361	Q969U6	0005829	cytosol
214362	Q969U6	0019005	SCF ubiquitin ligase complex
214363	Q969U6	0019901	protein kinase binding
214364	Q969U6	0043687	post-translational protein modification
214365	Q969U6	0043161	proteasome-mediated ubiquitin-dependent protein catabolic process
214366	Q969U6	0000209	protein polyubiquitination
214367	Q969U6	0016567	protein ubiquitination
214368	Q969U6	0010824	regulation of centrosome duplication
214369	Q969U6	0007088	regulation of mitotic nuclear division
214370	Q969U6	0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process
214490	Q13616	0005623	cell
214491	Q13616	0031461	cullin-RING ubiquitin ligase complex
214492	Q13616	0005829	cytosol
214493	Q13616	0005654	nucleoplasm
214494	Q13616	1990452	Parkin-FBXW7-Cul1 ubiquitin ligase complex
214495	Q13616	0019005	SCF ubiquitin ligase complex
214496	Q13616	0031625	ubiquitin protein ligase binding
214497	Q13616	0009887	animal organ morphogenesis
214498	Q13616	0008283	cell population proliferation
214499	Q13616	0006879	cellular iron ion homeostasis
214500	Q13616	0038095	Fc-epsilon receptor signaling pathway
214501	Q13616	0000082	G1/S transition of mitotic cell cycle
214502	Q13616	0000086	G2/M transition of mitotic cell cycle
214503	Q13616	0070498	interleukin-1-mediated signaling pathway
214504	Q13616	0097193	intrinsic apoptotic signaling pathway
214505	Q13616	0010972	negative regulation of G2/M transition of mitotic cell cycle
214506	Q13616	0038061	NIK/NF-kappaB signaling
214507	Q13616	0043687	post-translational protein modification
214508	Q13616	0043161	proteasome-mediated ubiquitin-dependent protein catabolic process
214509	Q13616	0006513	protein monoubiquitination
214510	Q13616	0000209	protein polyubiquitination
214511	Q13616	0016567	protein ubiquitination
214512	Q13616	1901990	regulation of mitotic cell cycle phase transition
214513	Q13616	0010265	SCF complex assembly
214514	Q13616	0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process
214515	Q13616	0002223	stimulatory C-type lectin receptor signaling pathway
214516	Q13616	0051403	stress-activated MAPK cascade
214517	Q13616	0050852	T cell receptor signaling pathway
